word_lower	word_cap	alt_caps	examples	source	status	notes
pilorge	Pilorge		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
pitt	Pitt		Pitt-Hopkins-like syndrome 2; Pitt-Hopkins like syndrome 1; Pitt-Hopkins syndrome	OMIM	cap	
pituitary	Pituitary		Pituitary hormone deficiency, combined or isolated, 7; Pituitary hormone deficiency, combined, 4; Pituitary adenoma, ACTH-secreting, somatic (3)	OMIM	lower	
pityriasis	Pityriasis		Pityriasis rubra pilaris	OMIM	lower	
placental	Placental		Placental lactogen deficiency] (1)	OMIM	lower	
plasma	Plasma		Plasma triglyceride level QTL, low	OMIM	lower	
plasminogen	Plasminogen		Plasminogen deficiency, type I; Plasminogen activator inhibitor-1 deficiency	OMIM	lower	
plasmodium	Plasmodium		Plasmodium falciparum fever episodes QTL1	OMIM	lower	
platelet	Platelet		Platelet-activating factor acetylhydrolase deficiency; Platelet glycoprotein IV deficiency; Platelet PLC beta-2 deficiency (1)	OMIM	lower	
platyspondylic	Platyspondylic		Platyspondylic skeletal dysplasia, Torrance type	OMIM	lower	
pleuropulmonary	Pleuropulmonary		Pleuropulmonary blastoma	OMIM	lower	
pneumothorax	Pneumothorax		Pneumothorax, primary spontaneous	OMIM	lower	
podoconiosis	Podoconiosis		Podoconiosis, susceptibility to	OMIM	lower	
poikiloderma	Poikiloderma		Poikiloderma, hereditary fibrosing, with tendon contractu...; Poikiloderma with neutropenia	OMIM	lower	
poirier	Poirier		Poirier-Bienvenu neurodevelopmental syndrome	OMIM	cap	
polycystic	Polycystic		Polycystic lung disease; Polycystic kidney disease 5; Polycystic kidney disease 6 with or without polycystic li...	OMIM	lower	
polycythemia	Polycythemia		Polycythemia vera, somatic	OMIM	lower	
polydactyly	Polydactyly		Polydactyly, postaxial, type A6; Polydactyly, postaxial, type A10; Polydactyly, postaxial, type A7	OMIM	lower	
polyendocrine	Polyendocrine		Polyendocrine-polyneuropathy syndrome	OMIM	lower	
polyglucosan	Polyglucosan		Polyglucosan body disease, adult form; Polyglucosan body myopathy 2; Polyglucosan body myopathy 1 with or without immunodefici...	OMIM	lower	
polyhydramnios	Polyhydramnios		Polyhydramnios, megalencephaly, and symptomatic epilepsy	OMIM	lower	
polymicrogyria	Polymicrogyria		Polymicrogyria with or without vascular-type EDS; Polymicrogyria, bilateral temporooccipital; Polymicrogyria, perisylvian, with cerebellar hypoplasia a...	OMIM	lower	
polyneuropathy	Polyneuropathy		Polyneuropathy, hearing loss, ataxia, retinitis pigmentos...	OMIM	lower	
polyposis	Polyposis		Polyposis syndrome, hereditary mixed, 2; Polyposis, juvenile intestinal; Polyposis syndrome, hereditary mixed 1	OMIM	lower	
polyunsaturated	Polyunsaturated		Polyunsaturated fatty acids plasma level QTL1	OMIM	lower	
pompe	Pompe		Pompe disease, late-onset; Pompe disease, infantile-onset	OMIM	cap	
pontocerebellar	Pontocerebellar		Pontocerebellar hypoplasia, hypotonia, and respiratory in...; Pontocerebellar hypoplasia, type 7; Pontocerebellar hypoplasia, type 9	OMIM	lower	
popliteal	Popliteal		Popliteal pterygium syndrome 1; Popliteal pterygium syndrome, Bartsocas-Papas type 2; Popliteal pterygium syndrome, Bartsocas-Papas type 1	OMIM	lower	
popov	Popov		Popov-Chang syndrome	OMIM	cap	
poretti	Poretti		Poretti-Boltshauser syndrome	OMIM	cap	
porokeratosis	Porokeratosis		Porokeratosis 5, disseminated superficial actinic; Porokeratosis 1, multiple types; Porokeratosis 9, multiple types	OMIM	lower	
porphyria	Porphyria		Porphyria, hepatoerythropoietic; Porphyria cutanea tarda; Porphyria, acute hepatic	OMIM	lower	
portal	Portal		Portal hypertension, noncirrhotic, 1; Portal hypertension, noncirrhotic, 2	OMIM	lower	
postaxial	Postaxial		Postaxial polydactyly, type A2	OMIM	lower	
potocki	Potocki		Potocki-Shaffer syndrome; Potocki-Lupski syndrome	OMIM	cap	
prader	Prader		Prader-Willi syndrome	OMIM	cap	
preauricular	Preauricular		Preauricular fistulae, congenital; Preauricular tag, isolated, autosomal dominant, 1	OMIM	lower	
precocious	Precocious		Precocious puberty, male; Precocious puberty, central, 2; Precocious puberty, central, 1	OMIM	lower	
preeclampsia	Preeclampsia		Preeclampsia/eclampsia 2; Preeclampsia/eclampsia 1; Preeclampsia/eclampsia 5	OMIM	lower	
pregnancy	Pregnancy		Pregnancy loss, recurrent, susceptibility to, 1; Pregnancy loss, recurrent, susceptibility to, 3; Pregnancy loss, recurrent, susceptibility to, 2	OMIM	lower	
premature	Premature		Premature ovarian failure 20; Premature ovarian failure 9; Premature ovarian failure 6	OMIM	lower	
preterm	Preterm		Preterm premature rupture of the membranes, susceptibilit...	OMIM	lower	
prieto	Prieto		Prieto syndrome	OMIM	cap	
primary	Primary		Primary lateral sclerosis, juvenile; Primary aldosteronism, seizures, and neurologic abnormali...; Primary lateral sclerosis, adult, 1	OMIM	lower	
primordial	Primordial		Primordial dwarfism-immunodeficiency-lipodystrophy syndrome	OMIM	lower	
primrose	Primrose		Primrose syndrome	OMIM	cap	
probst	Probst		Martin-Probst syndrome	OMIM	cap	
progesterone	Progesterone		Progesterone resistance	OMIM	lower	
progressive	Progressive		Progressive familial heart block, type II; Progressive external ophthalmoplegia with mitochondrial D...; Progressive external ophthalmoplegia with mitochondrial D...	OMIM	lower	
prolidase	Prolidase		Prolidase deficiency	OMIM	lower	
proliferative	Proliferative		Proliferative vasculopathy and hydranencephaly-hydrocepha...	OMIM	lower	
prolonged	Prolonged		Prolonged electroretinal response suppression 1; Prolonged electroretinal response suppression 2	OMIM	lower	
properdin	Properdin		Properdin deficiency, X-linked	OMIM	lower	
prostate	Prostate		Prostate cancer/brain cancer susceptibility, somatic; Prostate cancer 1; Prostate cancer, susceptibility to	OMIM	lower	
proteasome	Proteasome		Proteasome-associated autoinflammatory syndrome 3 and dig...; Proteasome-associated autoinflammatory syndrome 1 and dig...; Proteasome-associated autoinflammatory syndrome 6	OMIM	lower	
protein	Protein		Protein Z deficiency	OMIM	lower	
proteinuria	Proteinuria		Proteinuria, chronic benign; Proteinuria, low molecular weight, with hypercalciuric ne...	OMIM	lower	
proteus	Proteus		Proteus syndrome, somatic mosaic	OMIM	cap	
protoporphyria	Protoporphyria		Protoporphyria, erythropoietic, 2; Protoporphyria, erythropoietic, 1; Protoporphyria, erythropoietic, X-linked	OMIM	lower	
proximal	Proximal		Proximal renal tubular acidosis-ocular anomaly syndrome	OMIM	lower	
prune	Prune		Prune belly syndrome	OMIM	lower	
pseudo	Pseudo		Pseudo-TORCH syndrome 1; Pseudo-TORCH syndrome 3; Pseudo-TORCH syndrome 2	OMIM	lower	
pseudoachondroplasia	Pseudoachondroplasia		Pseudoachondroplasia	OMIM	lower	
pseudofolliculitis	Pseudofolliculitis		Pseudofolliculitis barbae, susceptibility to	OMIM	lower	
pseudohermaphroditism	Pseudohermaphroditism		Pseudohermaphroditism, male, with gynecomastia	OMIM	lower	
pseudohyperkalemia	Pseudohyperkalemia		Pseudohyperkalemia, familial, 2, due to red cell leak	OMIM	lower	
pseudohypoaldosteronism	Pseudohypoaldosteronism		Pseudohypoaldosteronism, type IIA; Pseudohypoaldosteronism, type IIE; Pseudohypoaldosteronism type I, autosomal dominant	OMIM	lower	
pseudohypoparathyroidism	Pseudohypoparathyroidism		Pseudohypoparathyroidism Ib; Pseudohypoparathyroidism Ic; Pseudohypoparathyroidism Ia	OMIM	lower	
pseudopseudohypoparathyroidism	Pseudopseudohypoparathyroidism		Pseudopseudohypoparathyroidism	OMIM	lower	
pseudovaginal	Pseudovaginal		Pseudovaginal perineoscrotal hypospadias	OMIM	lower	
pseudoxanthoma	Pseudoxanthoma		Pseudoxanthoma elasticum-like disorder with multiple coag...; Pseudoxanthoma elasticum; Pseudoxanthoma elasticum, forme fruste	OMIM	lower	
psoriasis	Psoriasis		Psoriasis susceptibility 7; Psoriasis, protection against; Psoriasis susceptibility 4	OMIM	lower	
psoriatic	Psoriatic		Psoriatic arthritis, susceptibility to	OMIM	lower	
ptosis	Ptosis		Ptosis, hereditary congenital, 1; Ptosis, hereditary congenital 2	OMIM	lower	
pudlak	Pudlak		Hermansky-Pudlak syndrome 3; Hermansky-Pudlak syndrome 2; Hermansky-Pudlak syndrome 11	OMIM	cap	
pulmonary	Pulmonary		Pulmonary hypertension, primary, 4; Pulmonary disease, chronic obstructive, severe early-onset; Pulmonary hypertension, familial primary, 1, with or with...	OMIM	lower	
pumphrey	Pumphrey		Bart-Pumphrey syndrome	OMIM	cap	
punetha	Punetha		Dworschak-Punetha neurodevelopmental syndrome	OMIM	cap	
pycnodysostosis	Pycnodysostosis		Pycnodysostosis	OMIM	lower	
pyle	Pyle		Pyle disease	OMIM	cap	
pyloric	Pyloric		Pyloric stenosis, infantile hypertrophic, 3; Pyloric stenosis, infantile hypertrophic 1; Pyloric stenosis, infantile hypertrophic, 2	OMIM	lower	
pyogenic	Pyogenic		Pyogenic sterile arthritis, pyoderma gangrenosum, and acne	OMIM	lower	
pyridoxamine	Pyridoxamine		Pyridoxamine 5'-phosphate oxidase deficiency	OMIM	lower	
pyropoikilocytosis	Pyropoikilocytosis		Pyropoikilocytosis	OMIM	lower	
pyruvate	Pyruvate		Pyruvate dehydrogenase E1-beta deficiency; Pyruvate dehydrogenase phosphatase deficiency; Pyruvate carboxylase deficiency	OMIM	lower	
quebec	Quebec		Quebec platelet disorder	OMIM	cap	
question	Question		Question mark ears, isolated	OMIM	lower	
rabin	Rabin		Rabin-Pappas syndrome	OMIM	cap	
radial	Radial		Radial ray deficiency	OMIM	lower	
radiation	Radiation		Radiation sensitivity/chromosome instability syndrome, au...	OMIM	lower	
radin	Radin		Blood group, Radin	OMIM	cap	
radio	Radio		Radio-Tartaglia syndrome	OMIM	cap	
radioulnar	Radioulnar		Radioulnar synostosis with amegakaryocytic thrombocytopen...; Radioulnar synostosis with amegakaryocytic thrombocytopen...; Radioulnar synostosis, nonsyndromic	OMIM	lower	
rafiq	Rafiq		Rafiq syndrome	OMIM	cap	
ragweed	Ragweed		Ragweed sensitivity	OMIM	lower	
rahman	Rahman		Tatton-Brown-Rahman syndrome; Rahman syndrome	OMIM	cap	
raine	Raine		Raine syndrome	OMIM	cap	
rajab	Rajab		Rajab interstitial lung disease with brain calcifications 1; Rajab interstitial lung disease with brain calcifications 2	OMIM	cap	
rakeb	Rakeb		Kufor-Rakeb syndrome	OMIM	cap	
ramond	Ramond		Ramond-Elliott neurodevelopmental syndrome	OMIM	cap	
rapadilino	RAPADILINO		RAPADILINO syndrome	OMIM	cap	
raph	Raph		Blood group, Raph	OMIM	cap	
rapid	Rapid		Rapid progression to AIDS from HIV1 infection	OMIM	lower	
rapp	Rapp		Rapp-Hodgkin syndrome	OMIM	cap	
raqad	Raqad		Al-Raqad syndrome	OMIM	cap	
rara	RARA		Leukemia, acute promyelocytic, PL2F/RARA type (3)	OMIM	cap	
ras	RAS		RAS-associated autoimmune lymphoproliferative syndrome ty...; RAS-associated autoimmune leukoproliferative disorder	OMIM	cap	
rauch	Rauch		Rauch-Steindl syndrome	OMIM	cap	
rautenstrauch	Rautenstrauch		Wiedemann-Rautenstrauch syndrome	OMIM	cap	
raymond	Raymond		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
raynaud	Raynaud		Raynaud-Claes syndrome	OMIM	cap	
recombination	Recombination		Recombination rate QTL 1	OMIM	lower	
recon	RECON		RECON progeroid syndrome	OMIM	cap	
reducing	Reducing		Reducing body myopathy, X-linked 1b, with late childhood ...; Reducing body myopathy, X-linked 1a, severe, infantile or...	OMIM	lower	
refsum	Refsum		Refsum disease	OMIM	cap	
reis	Reis		Corneal dystrophy, Reis-Bucklers type; Hijazi-Reis syndrome	OMIM	cap	
renal	Renal		Renal cell carcinoma, papillary; Renal tubular dysgenesis; Renal cell carcinoma, clear cell, somatic	OMIM	lower	
reni	RENI		RENI syndrome	OMIM	cap	
renpenning	Renpenning		Renpenning syndrome	OMIM	cap	
renu	ReNU		ReNU syndrome	OMIM	cap	
resistance	Resistance		Resistance to malaria due to G6PD deficiency	OMIM	lower	
respiratory	Respiratory		Respiratory infections, recurrent, and failure to thrive ...; Respiratory rhythmicity in sleep; Respiratory papillomatosis, juvenile recurrent, congenital	OMIM	lower	
resting	Resting		Resting heart rate	OMIM	lower	
restless	Restless		Restless legs syndrome 7; Restless legs syndrome 4; Restless legs syndrome 8	OMIM	lower	
restrictive	Restrictive		Restrictive dermopathy 1; Restrictive dermopathy 2	OMIM	lower	
reticular	Reticular		Reticular dysgenesis	OMIM	lower	
reticulate	Reticulate		Reticulate acropigmentation of Kitamura	OMIM	lower	
retinal	Retinal		Retinal dystrophy, early-onset severe; Retinal arterial macroaneurysm with supravalvular pulmoni...; Retinal cone dystrophy-1	OMIM	lower	
retinitis	Retinitis		Retinitis pigmentosa 59; Retinitis pigmentosa 76; Retinitis pigmentosa 20	OMIM	lower	
retinoblastoma	Retinoblastoma		Retinoblastoma, trilateral; Retinoblastoma	OMIM	lower	
retinopathy	Retinopathy		Retinopathy-sensory neuropathy syndrome; Retinopathy of prematurity	OMIM	lower	
retinoschisis	Retinoschisis		Retinoschisis	OMIM	lower	
rett	Rett		Rett syndrome, congenital variant; Rett syndrome, atypical; Rett syndrome	OMIM	cap	
revesz	Revesz		Revesz syndrome	OMIM	cap	
reynolds	Reynolds		Reynolds syndrome	OMIM	cap	
rhabdoid	Rhabdoid		Rhabdoid tumor predisposition syndrome 2; Rhabdoid tumors, somatic; Rhabdoid tumor predisposition syndrome 1	OMIM	lower	
rhabdomyolysis	Rhabdomyolysis		Rhabdomyolysis, susceptibility to, 1; Rhabdomyolysis, susceptibility to, 2	OMIM	lower	
rhabdomyosarcoma	Rhabdomyosarcoma		Rhabdomyosarcoma 2, alveolar; Rhabdomyosarcoma, somatic; Rhabdomyosarcoma, alveolar	OMIM	lower	
rheumatoid	Rheumatoid		Rheumatoid arthritis, susceptibility to; Rheumatoid arthritis, progression of; Rheumatoid arthritis, systemic juvenile	OMIM	lower	
rhizomelic	Rhizomelic		Rhizomelic skeletal dysplasia with or without Pelger-Huet...; Rhizomelic chondrodysplasia punctata, type 2; Rhizomelic limb shortening with dysmorphic features	OMIM	lower	
rhyns	RHYNS		RHYNS syndrome	OMIM	cap	
riazuddin	Riazuddin		Usmani-Riazuddin syndrome, autosomal recessive; Usmani-Riazuddin syndrome, autosomal dominant	OMIM	cap	
riboflavin	Riboflavin		Riboflavin deficiency	OMIM	lower	
ribose	Ribose		Ribose 5-phosphate isomerase deficiency	OMIM	lower	
rickets	Rickets		Rickets due to defect in vitamin D 25-hydroxylation defic...; Rickets, vitamin D-resistant, type IIA	OMIM	cap	
riddle	RIDDLE		RIDDLE syndrome	OMIM	cap	
rieger	Rieger		Axenfeld-Rieger syndrome, type 1; Axenfeld-Rieger syndrome, type 3; Scaphocephaly and Axenfeld-Rieger anomaly (3)	OMIM	cap	
right	Right		Right atrial isomerism (Ivemark)	OMIM	lower	
rigidity	Rigidity		Rigidity and multifocal seizure syndrome, lethal neonatal	OMIM	lower	
riley	Riley		Mitchell-Riley syndrome	OMIM	cap	
ring	Ring		Ring dermoid of cornea; Ring chromosome 14 syndrome	OMIM	lower	
rippling	Rippling		Rippling muscle disease-1; Rippling muscle disease 2	OMIM	lower	
ritscher	Ritscher		Ritscher-Schinzel syndrome 4; Ritscher-Schinzel syndrome 1; Ritscher-Schinzel syndrome 3	OMIM	cap	
roberts	Roberts		Lissencephaly 2 (Norman-Roberts type); Roberts-SC phocomelia syndrome	OMIM	cap	
robin	Robin		Pierre Robin syndrome; Robin sequence with cleft mandible and limb anomalies	OMIM	cap	
robinet	Robinet		Thauvin-Robinet-Faivre syndrome	OMIM	cap	
robinow	Robinow		Robinow syndrome, autosomal dominant 2; Robinow syndrome, autosomal dominant 1; Robinow syndrome, autosomal dominant 3	OMIM	cap	
robinson	Robinson		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
rocco	Rocco		Spondyloepimetaphyseal dysplasia, Di Rocco type	OMIM	cap	
rod	Rod		Rod-cone dystrophy, sensorineural deafness, and Fanconi-t...	OMIM	lower	
rodan	Rodan		Lopes-Maciel-Rodan syndrome; O'Donnell-Luria-Rodan syndrome	OMIM	cap	
rodgers	Rodgers		Blood group, Rodgers	OMIM	cap	
roifman	Roifman		Roifman-Chitayat syndrome, digenic; Roifman syndrome	OMIM	cap	
rolandic	Rolandic		Rolandic epilepsy, impaired intellectual development, and...	OMIM	cap	
ropers	Ropers		Bainbridge-Ropers syndrome	OMIM	cap	
rosenthal	Rosenthal		Melkersson-Rosenthal syndrome	OMIM	cap	
rothmund	Rothmund		Rothmund-Thomson syndrome, type 3; Rothmund-Thomson syndrome, type 1; Rothmund-Thomson syndrome, type 2	OMIM	cap	
rotor	Rotor		Hyperbilirubinemia, Rotor type, digenic	OMIM	cap	
roussy	Roussy		Roussy-Levy syndrome	OMIM	cap	
rubinstein	Rubinstein		Rubinstein-Taybi syndrome 1; Rubinstein-Taybi syndrome 2	OMIM	cap	
ruijs	Ruijs		Ruijs-Aalfs progeroid syndrome	OMIM	cap	
russe	Russe		Neuropathy, hereditary motor and sensory, Russe type	OMIM	cap	
russell	Russell		Silver-Russell syndrome 2; Silver-Russell syndrome 4; Silver-Russell syndrome 1	OMIM	cap	
rustad	Rustad		Marbach-Rustad progeroid syndrome	OMIM	cap	
ryu	Ryu		Morimoto-Ryu-Malicdan neuromuscular syndrome	OMIM	cap	
sachs	Sachs		Tay-Sachs disease	OMIM	cap	
sacral	Sacral		Sacral agenesis with vertebral anomalies	OMIM	lower	
saethre	Saethre		Saethre-Chotzen syndrome with or without eyelid anomalies; Saethre-Chotzen syndrome	OMIM	cap	
saguenay	Saguenay		Spastic ataxia, Charlevoix-Saguenay type	OMIM	cap	
sakati	Sakati		Woodhouse-Sakati syndrome	OMIM	cap	
salla	Salla		Salla disease	OMIM	cap	
salt	Salt		Salt and pepper developmental regression syndrome	OMIM	lower	
sanctis	Sanctis		De Sanctis-Cacchione syndrome	OMIM	cap	
sandestig	Sandestig		Sandestig-Stefanova syndrome	OMIM	cap	
sandhoff	Sandhoff		Sandhoff disease, infantile, juvenile, and adult forms	OMIM	cap	
sandrow	Sandrow		Laurin-Sandrow syndrome	OMIM	cap	
santos	Santos		Santos syndrome; Intellectual developmental disorder, X-linked, syndromic,...	OMIM	cap	
sap	SAP		Combined SAP deficiency; Metachromatic leukodystrophy due to SAP-b deficiency	OMIM	cap	
sarcoidosis	Sarcoidosis		Sarcoidosis, susceptibility to, 2; Sarcoidosis, susceptibility to, 1; Sarcoidosis, susceptibility to, 3	OMIM	lower	
sarcoma	Sarcoma		Sarcoma, synovial, somatic	OMIM	lower	
sarcosinemia	Sarcosinemia		Sarcosinemia	OMIM	lower	
saul	Saul		Saul-Wilson syndrome	OMIM	cap	
say	Say		Barber-Say syndrome	OMIM	cap	may need to allow lowercase = common word; not yet aware of any common use
scalp	Scalp		Scalp-ear-nipple syndrome	OMIM	lower	
scaphocephaly	Scaphocephaly		Scaphocephaly and Axenfeld-Rieger anomaly (3); Scaphocephaly, maxillary retrusion, and impaired intellec...	OMIM	lower	
scapuloperoneal	Scapuloperoneal		Scapuloperoneal syndrome, neurogenic, Kaeser type; Scapuloperoneal spinal muscular atrophy; Scapuloperoneal myopathy, X-linked dominant	OMIM	lower	
schaaf	Schaaf		Bosch-Boonstra-Schaaf optic atrophy syndrome; Marbach-Schaaf neurodevelopmental syndrome; Schaaf-Yang syndrome	OMIM	cap	
schimke	Schimke		Schimke immunoosseous dysplasia	OMIM	cap	
schimmelpenning	Schimmelpenning		Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic	OMIM	cap	
schindler	Schindler		Schindler disease, type I; Schindler disease, type III	OMIM	cap	
schinzel	Schinzel		Ritscher-Schinzel syndrome 4; Ritscher-Schinzel syndrome 1; Ritscher-Schinzel syndrome 3	OMIM	cap	
schistosoma	Schistosoma		Schistosoma mansoni infection, susceptibility/resistance to; Hepatic fibrosis susceptibility due to Schistosoma manson...	OMIM	lower	
schizencephaly	Schizencephaly		Schizencephaly	OMIM	cap	
schizophrenia	Schizophrenia		Schizophrenia 12; Schizophrenia, susceptibility to; Schizophrenia 9, susceptibility to	OMIM	lower	
schmid	Schmid		Metaphyseal chondrodysplasia, Schmid type	OMIM	cap	
schneckenbecken	Schneckenbecken		Schneckenbecken dysplasia	OMIM	cap	
schnyder	Schnyder		Corneal dystrophy, Schnyder type	OMIM	cap	
schoch	Schoch		Luo-Schoch-Yamamoto syndrome	OMIM	cap	
schols	Schols		Hengel-Maroofian-Schols syndrome	OMIM	cap	
schopf	Schopf		Schopf-Schulz-Passarge syndrome	OMIM	cap	
schulz	Schulz		Schopf-Schulz-Passarge syndrome	OMIM	cap	
schuurs	Schuurs		Schuurs-Hoeijmakers syndrome	OMIM	cap	
schwannomatosis	Schwannomatosis		Schwannomatosis-2, susceptibility to; Schwannomatosis-1, susceptibility to; Schwannomatosis, vestibular	OMIM	lower	
schwartz	Schwartz		Schwartz-Jampel syndrome, type 1; Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome; Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
scianna	Scianna		Blood group, Scianna system	OMIM	cap	
sclerosing	Sclerosing		Sclerosing cholangitis, neonatal	OMIM	lower	
sclerosteosis	Sclerosteosis		Sclerosteosis 2; Sclerosteosis 1	OMIM	lower	
scoliosis	Scoliosis		Scoliosis, isolated, susceptibility to, 6; Scoliosis, isolated, susceptibility to, 3; Scoliosis, idiopathic, susceptibility to, 4	OMIM	lower	
scott	Scott		Scott syndrome; Aarskog-Scott syndrome	OMIM	cap	
sea	Sea		Sea-blue histiocyte disease	OMIM	lower	
seborrhea	Seborrhea		Seborrhea-like dermatitis with psoriasiform elements	OMIM	lower	
seckel	Seckel		Seckel syndrome 9; Seckel syndrome 6; Seckel syndrome 1	OMIM	cap	
sedaghatian	Sedaghatian		Spondylometaphyseal dysplasia, Sedaghatian type	OMIM	cap	
sedoheptulokinase	Sedoheptulokinase		Sedoheptulokinase deficiency	OMIM	lower	
segawa	Segawa		Segawa syndrome, recessive	OMIM	cap	
seizures	Seizures		Seizures, benign familial infantile, 4; Seizures, benign familial infantile, 3; Seizures, early-onset, with neurodegeneration and brain c...	OMIM	lower	
sengers	Sengers		Sengers syndrome	OMIM	cap	
senior	Senior		Senior-Loken syndrome 4; Senior-Loken syndrome 7; Senior-Loken syndrome-1	OMIM	lower	
sensorineural	Sensorineural		Sensorineural deafness with mild renal dysfunction	OMIM	lower	
septooptic	Septooptic		Septooptic dysplasia	OMIM	lower	
sertoli	Sertoli		Goiter, multinodular 1, with or without Sertoli-Leydig ce...	OMIM	cap	
sessile	Sessile		Sessile serrated polyposis cancer syndrome	OMIM	lower	
setleis	Setleis		Focal facial dermal dysplasia 3, Setleis type	OMIM	cap	
severe	Severe		Severe cutaneous adverse reaction, susceptibility to; Severe combined immunodeficiency, Athabascan type; Severe combined immunodeficiency, B cell-negative	OMIM	lower	
sex	Sex		Sex hormone-binding globulin circulating level QTL 1	OMIM	lower	
shaffer	Shaffer		Potocki-Shaffer syndrome; Lamb-Shaffer syndrome	OMIM	cap	
shaheen	Shaheen		Shaheen syndrome	OMIM	cap	
shao	Shao		Spondyloepimetaphyseal dysplasia, Li-Shao-Li type	OMIM	cap	
shashi	Shashi		Shashi-Pena syndrome; Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
shields	Shields		Dentinogenesis imperfecta, Shields type III; Dentinogenesis imperfecta, Shields type II	OMIM	cap	
shinawi	Shinawi		Desanto-Shinawi syndrome	OMIM	cap	
shohat	Shohat		Spondyloepimetaphyseal dysplasia, Shohat type	OMIM	cap	
short	Short	Short (45); SHORT (1)	Short stature, oligodontia, dysmorphic facies, and motor ...; Short stature, Dauber-Argente type; Short stature, optic nerve atrophy, and Pelger-Huet anomaly	OMIM	lower	common word, handle deviations with pattern
shprintzen	Shprintzen		Shprintzen-Goldberg syndrome; Goldberg-Shprintzen megacolon syndrome	OMIM	cap	
shukla	Shukla		Shukla-Vernon syndrome	OMIM	cap	
shwachman	Shwachman		Shwachman-Diamond syndrome 1; Shwachman-Diamond syndrome 2	OMIM	cap	
sialic	Sialic		Sialic acid storage disorder, infantile	OMIM	lower	
sialuria	Sialuria		Sialuria	OMIM	lower	
sick	Sick		Sick sinus syndrome 1; Sick sinus syndrome 4; Sick sinus syndrome 3	OMIM	lower	
sickle	Sickle		Sickle cell disease	OMIM	lower	
sid	Sid		Blood group, Sid system	OMIM	cap	
siddiqi	Siddiqi		Siddiqi syndrome	OMIM	cap	
siderius	Siderius		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
sideroblastic	Sideroblastic		Sideroblastic anemia with B-cell immunodeficiency, period...	OMIM	lower	
siemens	Siemens		Ichthyosis bullosa of Siemens	OMIM	cap	
sifrim	Sifrim		Sifrim-Hitz-Weiss syndrome	OMIM	cap	
silver	Silver		Silver-Russell syndrome 2; Silver-Russell syndrome 4; Silver-Russell syndrome 1	OMIM	cap	
silverman	Silverman		Dyssegmental dysplasia, Silverman-Handmaker type	OMIM	cap	
simpson	Simpson		Simpson-Golabi-Behmel syndrome, type 2; Simpson-Golabi-Behmel syndrome, type 1	OMIM	cap	
single	Single		Single median maxillary central incisor	OMIM	lower	
singleton	Singleton		Singleton-Merten syndrome 1; Singleton-Merten syndrome 2	OMIM	cap	
sinoatrial	Sinoatrial		Sinoatrial node dysfunction and deafness	OMIM	lower	
siris	Siris		Coffin-Siris syndrome 2; Coffin-Siris syndrome 1; Coffin-Siris syndrome 7	OMIM	cap	
sitosterolemia	Sitosterolemia		Sitosterolemia 2; Sitosterolemia 1	OMIM	cap	
sjogren	Sjogren		Marinesco-Sjogren syndrome; Sjogren-Larsson syndrome	OMIM	cap	
skeletal	Skeletal		Skeletal muscle glycogen content and metabolism QTL; Skeletal dysplasia, mild, with joint laxity and advanced ...	OMIM	lower	
skin	Skin		Skin/hair/eye pigmentation 5, dark/light eyes; Skin/hair/eye pigmentation 5, black/nonblack hair; Skin/hair/eye pigmentation 5, dark/fair skin	OMIM	lower	
skraban	Skraban		Skraban-Deardorff syndrome	OMIM	cap	
slovenian	Slovenian		Heart-hand syndrome, Slovenian type	OMIM	cap	
slowed	Slowed		Slowed nerve conduction velocity, AD	OMIM	lower	
small	Small		Small fiber neuropathy; Small-cell cancer of lung; Small cell cancer of the lung, somatic	OMIM	lower	
smirin	Smirin		Basel-Vanagaite-Smirin-Yosef syndrome	OMIM	cap	
smith	Smith		Smith-Kingsmore syndrome; Smith-McCort dysplasia 2; Smith-Lemli-Opitz syndrome	OMIM	cap	
smoking	Smoking		Smoking as a quantitative trait locus 1; Smoking as a quantitative trait locus 2	OMIM	lower	
smooth	Smooth		Smooth muscle dysfunction syndrome	OMIM	lower	
sneddon	Sneddon		Sneddon syndrome	OMIM	cap	
snijders	Snijders		Snijders Blok-Fisher syndrome; Snijders Blok-Campeau syndrome; Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
snowflake	Snowflake		Snowflake vitreoretinal degeneration	OMIM	lower	
snyder	Snyder		Intellectual developmental disorder, X-linked syndromic, ...	OMIM	cap	
social	Social		Social cognition	OMIM	lower	
sodium	Sodium		Sodium-dependent multivitamin transporter deficiency; Sodium serum level QTL 1	OMIM	lower	
sorauf	Sorauf		Robinow-Sorauf syndrome	OMIM	cap	
sorsby	Sorsby		Sorsby fundus dystrophy	OMIM	cap	
sotos	Sotos		Sotos syndrome	OMIM	cap	
sottas	Sottas		Dejerine-Sottas disease	OMIM	cap	
